DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,4q21.23,4,84380717.0,"AGPAT9, NKX6-1",AC104063.1 - NKX6-1,ENSG00000248749,ENSG00000163623,,528.0,111270.0,rs201597274-T,rs201597274,0,201597274.0,intergenic_variant,1,0.96,2e-12,11.698970004336019,,1.17,1.12-1.23,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,7p21.2,7,14858657.0,DGKB,DGKB,,,ENSG00000136267,,,rs17168486-T,rs17168486,0,17168486.0,intron_variant,0,0.4,2e-12,11.698970004336019,,1.06,1.05-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,16p12.3,16,20311846.0,GP2,GP2,,,ENSG00000169347,,,rs117267808-A,rs117267808,0,117267808.0,intron_variant,0,0.08,2.9999999999999997e-12,11.522878745280336,,1.12,1.08-1.16,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,18q21.33,18,63178651.0,BCL2A,BCL2,,,ENSG00000171791,,,rs12454712-T,rs12454712,0,12454712.0,intron_variant,0,0.48,2.9999999999999997e-12,11.522878745280336,,1.06,1.05-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,11p15.4,11,2822573.0,"INS-IGF2, KCNQ1","KCNQ1, KCNQ1",,,"ENSG00000282076, ENSG00000053918",,,rs233449-G,rs233449,0,233449.0,intron_variant,0,0.82,5.0000000000000005e-12,11.301029995663981,(Conditioned),,,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,7p13,7,44135258.0,GCK,RNA5SP230 - MYL7,ENSG00000252848,ENSG00000106631,,9385.0,3606.0,rs2908279-G,rs2908279,0,2908279.0,regulatory_region_variant,1,0.6,5.0000000000000005e-12,11.301029995663981,,1.07,1.05-1.09,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,12q24.31,12,120890006.0,HNF1A,SPPL3,,,ENSG00000157837,,,rs187150787-A,rs187150787,0,187150787.0,intron_variant,0,0.04,5.9999999999999995e-12,11.221848749616356,,1.2,1.14-1.27,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,9p24.2,9,4289050.0,GLIS3,GLIS3,,,ENSG00000107249,,,rs7034200-A,rs7034200,0,7034200.0,intron_variant,0,0.41,8e-12,11.096910013008056,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,6q22.1,6,117675468.0,NUS1,NEPNP - NUS1,ENSG00000218233,ENSG00000153989,,30381.0,1.0,rs80196932-T,rs80196932,0,80196932.0,TF_binding_site_variant,1,0.75,8e-12,11.096910013008056,,1.07,1.05-1.10,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,3p24.3,3,23588428.0,UBE2E2,UBE2E2,,,ENSG00000182247,,,rs112332300-CT,rs112332300,0,112332300.0,intron_variant,0,0.46,1.0000000000000001e-11,11.0,(Conditioned),,,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,15q24.3,15,77489993.0,HMG20A,HMG20A - AC046168.1,ENSG00000140382,ENSG00000259362,,4386.0,35547.0,rs12910361-G,rs12910361,0,12910361.0,intergenic_variant,1,0.41,1.0000000000000001e-11,11.0,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,11q13.4,11,72717127.0,"CENTD2, ARAP1",ARAP1,,,ENSG00000186635,,,rs76550717-A,rs76550717,0,76550717.0,intron_variant,0,0.95,1.0000000000000001e-11,11.0,,1.16,1.11-1.20,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,1p32.3,1,50637596.0,FAF1,FAF1,,,ENSG00000185104,,,rs12031188-C,rs12031188,0,12031188.0,intron_variant,0,0.8,3e-11,10.522878745280336,,1.08,1.06-1.11,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,19p12,19,22074756.0,ZNF257,ZNF257,,,ENSG00000197134,,,rs148316037-T,rs148316037,0,148316037.0,intron_variant,0,0.97,5e-11,10.30102999566398,,1.26,1.17-1.34,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,7p21.2,7,15020804.0,DGKB,GTF3AP5 - AC006458.1,ENSG00000225816,ENSG00000227489,,34730.0,45403.0,rs10231021-A,rs10231021,0,10231021.0,intergenic_variant,1,0.64,8.000000000000001e-11,10.096910013008056,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,15q14,15,38528446.0,RASGRP1,"AC116158.2, RASGRP1",,,"ENSG00000259598, ENSG00000172575",,,rs11073333-G,rs11073333,0,11073333.0,intron_variant,0,0.47,1e-10,10.0,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,15q26.1,15,90968837.0,PRC1,"PRC1, AC068831.7, PRC1-AS1",,,"ENSG00000198901, ENSG00000284946, ENSG00000258725",,,rs2290203-A,rs2290203,0,2290203.0,3_prime_UTR_variant,0,0.47,2e-10,9.69897000433602,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,2p25.3,2,640987.0,TMEM18,AC093326.1 - TMEM18,ENSG00000233633,ENSG00000151353,,62842.0,22890.0,rs72156956-C,rs72156956,0,72156956.0,intergenic_variant,1,0.9,3e-10,9.522878745280336,,1.1,1.07-1.13,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,5q35.2,5,177086895.0,"FGFR4, ZNF346",ZNF346 - FGFR4,ENSG00000113761,ENSG00000160867,,5706.0,10.0,rs3135911-A,rs3135911,0,3135911.0,regulatory_region_variant,1,0.44,4e-10,9.397940008672037,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,4p16.3,4,1782676.0,MAEA,TACC3 - FGFR3,ENSG00000013810,ENSG00000068078,,37500.0,10617.0,rs56337234-C,rs56337234,0,56337234.0,regulatory_region_variant,1,0.28,7.000000000000001e-10,9.154901959985743,,1.0752687,[1.05-1.1],Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,6p21.33,6,31148749.0,"POU5F1, TCF19","CCHCR1, CCHCR1, CCHCR1, CCHCR1, CCHCR1, CCHCR1",,,"ENSG00000204536, ENSG00000223533, ENSG00000206457, ENSG00000206355, ENSG00000224180, ENSG00000234114",,,rs115321690-G,rs115321690,1,3132535.0,intron_variant,0,0.6,8e-10,9.096910013008056,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,2q24.3,2,164525008.0,GRB14,GRB14,,,ENSG00000115290,,,rs75536691-A,rs75536691,0,75536691.0,missense_variant,0,0.98,9e-10,9.045757490560677,,1.21,1.14-1.29,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,6p21.2,6,39314595.0,KCNK16,KCNK17 - KCNK16,ENSG00000124780,ENSG00000095981,,134.0,103.0,rs34247110-A,rs34247110,0,34247110.0,regulatory_region_variant,1,0.37,1e-09,9.0,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,11p15.5,11,2269820.0,"INS-IGF2, KCNQ1",ASCL2,,,ENSG00000183734,,,rs116549635-A,rs116549635,0,116549635.0,synonymous_variant,0,0.057,1e-09,9.0,(Conditioned),,,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,1p36.12,1,21741833.0,USP48,USP48,,,ENSG00000090686,,,rs1825307-A,rs1825307,0,1825307.0,intron_variant,0,0.25,2e-09,8.698970004336019,,1.06,1.04-1.09,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,20q13.2,20,51538847.0,NFATC2,NFATC2,,,ENSG00000101096,,,rs6021276-T,rs6021276,0,6021276.0,intron_variant,0,0.43,2e-09,8.698970004336019,,1.06,1.04-1.07,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,2q37.1,2,233394635.0,DGKD,"DGKD, DGKD",,,"ENSG00000280873, ENSG00000077044",,,rs838720-G,rs838720,0,838720.0,intron_variant,0,0.45,2e-09,8.698970004336019,,1.05,1.04-1.07,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,4p12,4,45184122.0,GNPDA2,AC108467.1 - THAP12P9,ENSG00000248744,ENSG00000248320,,132470.0,139131.0,rs10938398-A,rs10938398,0,10938398.0,intergenic_variant,1,0.3,2e-09,8.698970004336019,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,10q22.2,10,75554859.0,"C10orf11, ZNF503",LRMDA,,,ENSG00000148655,,,rs7900112-T,rs7900112,0,7900112.0,intron_variant,0,0.51,2e-09,8.698970004336019,,1.05,1.04-1.07,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,7p21.2,7,13849074.0,"ETV1, ARL4A",AC011287.1 - AC005019.2,ENSG00000229618,ENSG00000224330,,97154.0,5281.0,rs56805921-C,rs56805921,0,56805921.0,regulatory_region_variant,1,0.43,3e-09,8.522878745280337,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,10q22.1,10,69513601.0,VPS26A,TSPAN15 - TMEM256P1,ENSG00000099282,ENSG00000233197,,5935.0,9710.0,rs1955163-G,rs1955163,0,1955163.0,regulatory_region_variant,1,0.51,3e-09,8.522878745280337,,1.05,1.04-1.07,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,1p32.3,1,50790419.0,FAF1,FAF1,,,ENSG00000185104,,,rs58432198-C,rs58432198,0,58432198.0,intron_variant,0,0.91,3e-09,8.522878745280337,,1.0989010000000001,[1.06-1.14],Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,7q32.2,7,130385872.0,KLF14,CPA1,,,ENSG00000091704,,,rs77792157-G,rs77792157,0,77792157.0,missense_variant,0,0.95,3e-09,8.522878745280337,,1.15,1.10-1.20,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,10q26.12,10,121169979.0,"WDR11, FGFR2",RPL19P16 - LINC01153,ENSG00000236762,ENSG00000227143,,36256.0,8721.0,rs10886863-C,rs10886863,0,10886863.0,intergenic_variant,1,0.7,3e-09,8.522878745280337,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,4q13.3,4,70882528.0,"GRSF1, MOB1B",RNU6-891P - MOB1B,ENSG00000207007,ENSG00000173542,,30288.0,19798.0,rs12649012-G,rs12649012,0,12649012.0,intergenic_variant,1,0.21,3e-09,8.522878745280337,,1.07,1.04-1.09,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,20q13.12,20,44361137.0,HNF4A,HNF4A,,,ENSG00000101076,,,rs16988991-A,rs16988991,0,16988991.0,intron_variant,0,0.45,4e-09,8.397940008672037,,1.05,1.04-1.07,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,Xp11.21,X,57144349.0,"SPIN2A, FAAH2",SPIN2A - PPP1R11P2,ENSG00000147059,ENSG00000231765,,6724.0,84685.0,rs144226500-AT,rs144226500,0,144226500.0,intergenic_variant,1,0.3,5e-09,8.301029995663981,,1.05,1.03-1.06,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,Xp11.23,X,48866249.0,"TIMM17B, PCSK1N",PCSK1N - PQBP1,ENSG00000102109,ENSG00000102103,,30639.0,23948.0,rs782100977-C,rs782100977,0,782100977.0,intergenic_variant,1,0.63,5e-09,8.301029995663981,,1.06,1.04-1.08,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,13q14.3,13,50514673.0,"DLEU7, KCNRG",DLEU1,,,ENSG00000176124,,,rs123378-G,rs123378,0,123378.0,intron_variant,0,0.22,5e-09,8.301029995663981,,1.06,1.04-1.09,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,2q23.1,2,148697816.0,EPC2,EPC2,,,ENSG00000135999,,,rs16829174-A,rs16829174,0,16829174.0,intron_variant,0,0.59,5e-09,8.301029995663981,,1.05,1.03-1.07,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,3q21.1,3,122238106.0,"CASR, CD86",CASR,,,ENSG00000036828,,,rs2134223-A,rs2134223,0,2134223.0,intron_variant,0,0.47,5e-09,8.301029995663981,,1.05,1.03-1.07,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
2019-05-22,30718926,Suzuki K,2019-02-04,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/30718926,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,Type 2 diabetes,"36,614 Japanese ancestry cases, 155,150 Japanese ancestry controls",,11p13,11,35416316.0,SLC1A2,SLC1A2,,,ENSG00000110436,,,rs2421897-G,rs2421897,0,2421897.0,intron_variant,0,0.88,7e-09,8.154901959985743,,1.08,1.05-1.11,Illumina [12557761] (imputed),N,type II diabetes mellitus,http://www.ebi.ac.uk/efo/EFO_0001360,GCST007847,Genome-wide genotyping array
